"RelativePath","FileName","Extension","SizeBytes","Directory","SHA256","LastWriteTime"
"architecture-cognition-framework\cognitive-state-modeling\COGNITIVE_MODEL.md","COGNITIVE_MODEL.md",".md","1083","architecture-cognition-framework\cognitive-state-modeling","CC4623701D2A8F8E674F50BA3065FA37D8D61BE9FDD9A50ECB6258F916350834","2026-07-20T17:21:45.2069478-05:00"
"architecture-cognition-framework\cognitive-state-modeling\COGNITIVE_STATE_MODELING.md","COGNITIVE_STATE_MODELING.md",".md","1224","architecture-cognition-framework\cognitive-state-modeling","EB1D5FF51649CD62FC9E075F241DDAB9300A2D55B3F45A5A127AE6A783F653A0","2026-07-20T17:21:45.2187633-05:00"
"architecture-cognition-framework\cognitive-state-modeling\COGNITIVE_STATUS_RECORD.md","COGNITIVE_STATUS_RECORD.md",".md","802","architecture-cognition-framework\cognitive-state-modeling","D3D2928688546F71EAA2860C263227EE0802D774E3BE5DE33A6F7955A4D99D5F","2026-07-20T17:21:45.2378720-05:00"
"architecture-cognition-framework\final-consolidation\ARCHITECTURE_COGNITION_COMPLETION_RECORD.md","ARCHITECTURE_COGNITION_COMPLETION_RECORD.md",".md","1136","architecture-cognition-framework\final-consolidation","D7725711E1765FCB2E847306C92F0F59672E57FEF88849B66C95C8FFB2166A64","2026-07-20T17:24:18.0603451-05:00"
"architecture-cognition-framework\final-consolidation\ARCHITECTURE_COGNITION_VALIDATION_REPORT.md","ARCHITECTURE_COGNITION_VALIDATION_REPORT.md",".md","1040","architecture-cognition-framework\final-consolidation","534AF3F1221C785DA3EB5BCD2C4A8B7E8D1836AE401A55422812B078F26D602C","2026-07-20T17:24:18.0740978-05:00"
"architecture-cognition-framework\final-consolidation\MORNING_STAR_GLOBAL_COGNITION_REFERENCE_STATE.md","MORNING_STAR_GLOBAL_COGNITION_REFERENCE_STATE.md",".md","1614","architecture-cognition-framework\final-consolidation","06E8DD1CD16455B2404D5BD440909DE04C57B98846D5A0883E8887668CE8E933","2026-07-20T17:24:18.0941289-05:00"
"architecture-cognition-framework\unified-architecture-synthesis\SYNTHESIS_MODEL.md","SYNTHESIS_MODEL.md",".md","1071","architecture-cognition-framework\unified-architecture-synthesis","EA9B9B17A1E7D422EECC33AE1D4C6A310B6B9991A16C9ACEB52B78C7D9A12CCA","2026-07-20T17:22:29.7955712-05:00"
"architecture-cognition-framework\unified-architecture-synthesis\SYNTHESIS_STATUS_RECORD.md","SYNTHESIS_STATUS_RECORD.md",".md","836","architecture-cognition-framework\unified-architecture-synthesis","594B9EBAD46DB5D8795D38D1C57CA8EA8FB68D2004523C203A473F3193AD9150","2026-07-20T17:22:29.8096486-05:00"
"architecture-cognition-framework\unified-architecture-synthesis\UNIFIED_ARCHITECTURE_SYNTHESIS.md","UNIFIED_ARCHITECTURE_SYNTHESIS.md",".md","1285","architecture-cognition-framework\unified-architecture-synthesis","BDDD0DDB823F5F42987E4C61912B981CC5933D045C3FD4DCFB926075F040F472","2026-07-20T17:22:29.7924297-05:00"
"architecture-cognitive-integration\contextual-reasoning-framework\CONTEXTUAL_REASONING_FRAMEWORK.md","CONTEXTUAL_REASONING_FRAMEWORK.md",".md","1529","architecture-cognitive-integration\contextual-reasoning-framework","1BF773B689154A9871C489C0EAABE957E3D545ACF78D33ED2EC8156D609A6F1B","2026-07-19T19:39:23.9210601-05:00"
"architecture-cognitive-integration\contextual-reasoning-framework\REASONING_EVOLUTION_RECORD.md","REASONING_EVOLUTION_RECORD.md",".md","976","architecture-cognitive-integration\contextual-reasoning-framework","43E3EEFF768B95D300DD9004C880F324C5019CDF0C65342B88558DE7221FEAA7","2026-07-19T19:39:23.9210601-05:00"
"architecture-cognitive-integration\contextual-reasoning-framework\REASONING_STATE_REGISTER.md","REASONING_STATE_REGISTER.md",".md","975","architecture-cognitive-integration\contextual-reasoning-framework","E2B171AD6E13689D03195AB205F953EDB0470A598AC7E0603A11143D35B49C5B","2026-07-19T19:39:23.9163831-05:00"
"architecture-cognitive-integration\cross-domain-intelligence-correlation\CROSS_DOMAIN_INTELLIGENCE_CORRELATION.md","CROSS_DOMAIN_INTELLIGENCE_CORRELATION.md",".md","1372","architecture-cognitive-integration\cross-domain-intelligence-correlation","79F59236E1C1B335E93527E53D98469069230CE51FEEF9B4559771BEAAB35504","2026-07-19T19:36:59.9960219-05:00"
"architecture-cognitive-integration\cross-domain-intelligence-correlation\INTELLIGENCE_CORRELATION_EVOLUTION_RECORD.md","INTELLIGENCE_CORRELATION_EVOLUTION_RECORD.md",".md","1022","architecture-cognitive-integration\cross-domain-intelligence-correlation","B9904192069CF6571829CE3504ACEAA8AC963F24506A6985964A29210D9A2BE8","2026-07-19T19:37:00.0000219-05:00"
"architecture-cognitive-integration\cross-domain-intelligence-correlation\INTELLIGENCE_CORRELATION_REGISTER.md","INTELLIGENCE_CORRELATION_REGISTER.md",".md","993","architecture-cognitive-integration\cross-domain-intelligence-correlation","0B6010804D71923D0ED7EF24595CA2A3E08BBB8CD66C8508E5ECF36C2A404BF7","2026-07-19T19:37:00.0050462-05:00"
"architecture-cognitive-integration\final-consolidation\ARCHITECTURE_COGNITIVE_INTEGRATION_COMPLETION_RECORD.md","ARCHITECTURE_COGNITIVE_INTEGRATION_COMPLETION_RECORD.md",".md","1068","architecture-cognitive-integration\final-consolidation","47996062F17343444F93BE46DAA7434B777BD4E7B2446811339026352F476E95","2026-07-19T19:40:50.2930306-05:00"
"architecture-cognitive-integration\final-consolidation\ARCHITECTURE_COGNITIVE_INTEGRATION_VALIDATION_REPORT.md","ARCHITECTURE_COGNITIVE_INTEGRATION_VALIDATION_REPORT.md",".md","993","architecture-cognitive-integration\final-consolidation","18763C1A5A1CA7240362DE8DD1636FA60F1A09A0F6A17BC98C4A8F68CFFEC66B","2026-07-19T19:40:50.3010294-05:00"
"architecture-cognitive-integration\final-consolidation\COMPLETE_COGNITIVE_ARCHITECTURE_INTEGRATION_STATE.md","COMPLETE_COGNITIVE_ARCHITECTURE_INTEGRATION_STATE.md",".md","996","architecture-cognitive-integration\final-consolidation","891A3C3CD1CB0EC0088C799529802351BB8B39305DD84D7A01402D175C2FAE95","2026-07-19T19:40:50.2761268-05:00"
"architecture-cognitive-integration\integrated-cognitive-architecture-model\COGNITIVE_MODEL_EVOLUTION_RECORD.md","COGNITIVE_MODEL_EVOLUTION_RECORD.md",".md","1014","architecture-cognitive-integration\integrated-cognitive-architecture-model","A1C00D2F0893E0AB996BD468C3AB6411E3B9AF24F214746B9D2A49C7DD212255","2026-07-19T19:40:07.3253987-05:00"
"architecture-cognitive-integration\integrated-cognitive-architecture-model\COGNITIVE_MODEL_REGISTER.md","COGNITIVE_MODEL_REGISTER.md",".md","1012","architecture-cognitive-integration\integrated-cognitive-architecture-model","DB0EB6D80438AB71A06DADD5D02BDF638BB890225CF8458DB04A4CF61C255CCF","2026-07-19T19:40:07.3313975-05:00"
"architecture-cognitive-integration\integrated-cognitive-architecture-model\INTEGRATED_COGNITIVE_ARCHITECTURE_MODEL.md","INTEGRATED_COGNITIVE_ARCHITECTURE_MODEL.md",".md","1816","architecture-cognitive-integration\integrated-cognitive-architecture-model","646105A0673B5BE640531C83091BDEC885D6A0A01F063F26882EC33288380AD8","2026-07-19T19:40:07.3192123-05:00"
"architecture-cognitive-integration\unified-semantic-architecture-mapping\SEMANTIC_MAPPING_EVOLUTION_RECORD.md","SEMANTIC_MAPPING_EVOLUTION_RECORD.md",".md","1000","architecture-cognitive-integration\unified-semantic-architecture-mapping","A7C5CE672B7F5AC78DEDECEC199F5AE3331ADE714ADC57A3DE6D4EEA95033344","2026-07-19T19:35:53.6911482-05:00"
"architecture-cognitive-integration\unified-semantic-architecture-mapping\SEMANTIC_MAPPING_REGISTER.md","SEMANTIC_MAPPING_REGISTER.md",".md","940","architecture-cognitive-integration\unified-semantic-architecture-mapping","209074DCCB51B8FF874F5EBED6A1EBD37A107504F5DCC42733911F82CA30E230","2026-07-19T19:35:53.6817037-05:00"
"architecture-cognitive-integration\unified-semantic-architecture-mapping\UNIFIED_SEMANTIC_ARCHITECTURE_MAPPING.md","UNIFIED_SEMANTIC_ARCHITECTURE_MAPPING.md",".md","1358","architecture-cognitive-integration\unified-semantic-architecture-mapping","CE1419A2D613FAD8558E514FE68C46775C5C7C6F1B78CCBECAA35236044139B3","2026-07-19T19:35:53.6817037-05:00"
"architecture-coherent-intelligence-framework\architecture-coherent-intelligence-integration-mapping\ARCHITECTURE_COHERENT_INTELLIGENCE_INTEGRATION_MAPPING.md","ARCHITECTURE_COHERENT_INTELLIGENCE_INTEGRATION_MAPPING.md",".md","2122","architecture-coherent-intelligence-framework\architecture-coherent-intelligence-integration-mapping","001052C6E8FFB46907B894AD5CD09BEE4C54D9F188AC93C546F311EFB330B62B","2026-07-20T13:01:57.9026028-05:00"
"architecture-coherent-intelligence-framework\architecture-coherent-intelligence-integration-mapping\COHERENT_INTELLIGENCE_INTEGRATION_RECORD.md","COHERENT_INTELLIGENCE_INTEGRATION_RECORD.md",".md","1052","architecture-coherent-intelligence-framework\architecture-coherent-intelligence-integration-mapping","FD0413252AAC7783E60358C43889DEF503562B72C8B74EE3BF9F510F4BF76C9F","2026-07-20T13:01:57.8916115-05:00"
"architecture-coherent-intelligence-framework\architecture-coherent-intelligence-integration-mapping\COHERENT_INTELLIGENCE_INTEGRATION_STATE_REGISTER.md","COHERENT_INTELLIGENCE_INTEGRATION_STATE_REGISTER.md",".md","1074","architecture-coherent-intelligence-framework\architecture-coherent-intelligence-integration-mapping","CFAA15D967FAE4620A2768D7CA6F4452371EDFD0ACA0507193896056419B96EC","2026-07-20T13:01:57.8966032-05:00"
"architecture-coherent-intelligence-framework\coherent-architecture-continuum\COHERENT_ARCHITECTURE_CONTINUUM.md","COHERENT_ARCHITECTURE_CONTINUUM.md",".md","2163","architecture-coherent-intelligence-framework\coherent-architecture-continuum","663374C45A206EC25A805BF5CBDD308209DF496CEEFF13C0998DDB44D01383D7","2026-07-20T13:03:55.0898978-05:00"
"architecture-coherent-intelligence-framework\coherent-architecture-continuum\CONTINUUM_EVOLUTION_RECORD.md","CONTINUUM_EVOLUTION_RECORD.md",".md","1002","architecture-coherent-intelligence-framework\coherent-architecture-continuum","F9FA6FE1F3C270BE06A7F680ADFC392482FB7580199191260CB0AB0D574A8F39","2026-07-20T13:03:55.0857761-05:00"
"architecture-coherent-intelligence-framework\coherent-architecture-continuum\CONTINUUM_STATE_REGISTER.md","CONTINUUM_STATE_REGISTER.md",".md","1045","architecture-coherent-intelligence-framework\coherent-architecture-continuum","F816C20746F6E34F9F2EAAF2632097A64E5BB9B4EF867CC206C0A7BC24F2CEAA","2026-07-20T13:03:55.0633064-05:00"
"architecture-coherent-intelligence-framework\final-consolidation\ARCHITECTURE_COHERENT_INTELLIGENCE_COMPLETION_RECORD.md","ARCHITECTURE_COHERENT_INTELLIGENCE_COMPLETION_RECORD.md",".md","1210","architecture-coherent-intelligence-framework\final-consolidation","D164D3090875F957A4F10FDD19574CA5DA6DD06B8412DAD4A1CC24B06BAF07D8","2026-07-20T13:04:37.0265823-05:00"
"architecture-coherent-intelligence-framework\final-consolidation\ARCHITECTURE_COHERENT_INTELLIGENCE_VALIDATION_REPORT.md","ARCHITECTURE_COHERENT_INTELLIGENCE_VALIDATION_REPORT.md",".md","1004","architecture-coherent-intelligence-framework\final-consolidation","8DE022FE79399692304548BA46B221E12E43C31B5B4F6A9A2A44B3FA7FC4540C","2026-07-20T13:04:37.0425345-05:00"
"architecture-coherent-intelligence-framework\final-consolidation\COMPLETE_COHERENT_INTELLIGENCE_STATE.md","COMPLETE_COHERENT_INTELLIGENCE_STATE.md",".md","1551","architecture-coherent-intelligence-framework\final-consolidation","FCA0757276D83A45FF74B02E850705D9B671278EC46D389D7E69CF33A32EFAD3","2026-07-20T13:04:37.0425345-05:00"
"architecture-coherent-intelligence-framework\recursive-coherent-intelligence-governance\COHERENT_INTELLIGENCE_GOVERNANCE_RECORD.md","COHERENT_INTELLIGENCE_GOVERNANCE_RECORD.md",".md","970","architecture-coherent-intelligence-framework\recursive-coherent-intelligence-governance","8FFB237B5C8E7DED5D5A573B2DF93F4EE4975A8FBF46B203E1DEE3E75F160680","2026-07-20T13:03:10.1404867-05:00"
"architecture-coherent-intelligence-framework\recursive-coherent-intelligence-governance\COHERENT_INTELLIGENCE_GOVERNANCE_STATE_REGISTER.md","COHERENT_INTELLIGENCE_GOVERNANCE_STATE_REGISTER.md",".md","1013","architecture-coherent-intelligence-framework\recursive-coherent-intelligence-governance","27BAF331388FDDF5976D96A9823EC4407F29499851340E8815FB4FF3AF35BBEE","2026-07-20T13:03:10.1444851-05:00"
"architecture-coherent-intelligence-framework\recursive-coherent-intelligence-governance\RECURSIVE_COHERENT_INTELLIGENCE_GOVERNANCE.md","RECURSIVE_COHERENT_INTELLIGENCE_GOVERNANCE.md",".md","1837","architecture-coherent-intelligence-framework\recursive-coherent-intelligence-governance","73D16502AECA27C74E4523D2577FD994D8DDCA5E65915C027854EAC75DD10214","2026-07-20T13:03:10.1355045-05:00"
"architecture-coherent-intelligence-framework\unified-coherent-intelligence-modeling\COHERENT_INTELLIGENCE_EVOLUTION_RECORD.md","COHERENT_INTELLIGENCE_EVOLUTION_RECORD.md",".md","1010","architecture-coherent-intelligence-framework\unified-coherent-intelligence-modeling","14B1568170121053FD78E2F8EAA4A81E8AAD676D24D506090E21F49BB3327FBB","2026-07-20T13:00:43.7043305-05:00"
"architecture-coherent-intelligence-framework\unified-coherent-intelligence-modeling\COHERENT_INTELLIGENCE_STATE_REGISTER.md","COHERENT_INTELLIGENCE_STATE_REGISTER.md",".md","971","architecture-coherent-intelligence-framework\unified-coherent-intelligence-modeling","9CA168424B708BBC8BFF9F5B29762C53A1FA57596F09BD4B67A9D5746A311DE3","2026-07-20T13:00:43.7093298-05:00"
"architecture-coherent-intelligence-framework\unified-coherent-intelligence-modeling\UNIFIED_COHERENT_INTELLIGENCE_MODELING.md","UNIFIED_COHERENT_INTELLIGENCE_MODELING.md",".md","2079","architecture-coherent-intelligence-framework\unified-coherent-intelligence-modeling","CF2C3DACCB242CAE9773FF20458F90218DBDE5D742BA69D1F4738AEEB4673A1D","2026-07-20T13:00:43.6993295-05:00"
"architecture-conscious-intelligence-framework\architecture-consciousness-integration-mapping\ARCHITECTURE_CONSCIOUSNESS_INTEGRATION_MAPPING.md","ARCHITECTURE_CONSCIOUSNESS_INTEGRATION_MAPPING.md",".md","1846","architecture-conscious-intelligence-framework\architecture-consciousness-integration-mapping","35C414B4D6B56F5A3A48D6B6FCCC423331402F51C232C47EE42E0C72A5782CBB","2026-07-20T11:26:40.5283487-05:00"
"architecture-conscious-intelligence-framework\architecture-consciousness-integration-mapping\CONSCIOUS_INTEGRATION_RECORD.md","CONSCIOUS_INTEGRATION_RECORD.md",".md","1054","architecture-conscious-intelligence-framework\architecture-consciousness-integration-mapping","986BD97E68836283B1156FCE0AFEFA4557ABDD811E20EB21591658E5F3F818CB","2026-07-20T11:26:40.5327769-05:00"
"architecture-conscious-intelligence-framework\architecture-consciousness-integration-mapping\CONSCIOUS_INTEGRATION_STATE_REGISTER.md","CONSCIOUS_INTEGRATION_STATE_REGISTER.md",".md","1104","architecture-conscious-intelligence-framework\architecture-consciousness-integration-mapping","61DFABF883D48E9DF57AEC2B3B7B96617FD07A1000FB10E418AA7B2960A413B2","2026-07-20T11:26:40.5371037-05:00"
"architecture-conscious-intelligence-framework\conscious-architecture-continuum\CONSCIOUS_ARCHITECTURE_CONTINUUM.md","CONSCIOUS_ARCHITECTURE_CONTINUUM.md",".md","2059","architecture-conscious-intelligence-framework\conscious-architecture-continuum","6D6D1B68E5D3FB73F6983205EA8BE5963EB1886D0D03C9D2ACD69E06405E8178","2026-07-20T11:28:23.8533491-05:00"
"architecture-conscious-intelligence-framework\conscious-architecture-continuum\CONTINUUM_EVOLUTION_RECORD.md","CONTINUUM_EVOLUTION_RECORD.md",".md","1013","architecture-conscious-intelligence-framework\conscious-architecture-continuum","2F8E07E200F7452AD47FC15D0A7F3A6B5E27E62D610A38309974421D0CE911AE","2026-07-20T11:28:23.8377799-05:00"
"architecture-conscious-intelligence-framework\conscious-architecture-continuum\CONTINUUM_STATE_REGISTER.md","CONTINUUM_STATE_REGISTER.md",".md","1089","architecture-conscious-intelligence-framework\conscious-architecture-continuum","7F40D4107E156668D1D2AC9862DDA76A451F35F86019582E204BCAA07D446FFD","2026-07-20T11:28:23.8493496-05:00"
"architecture-conscious-intelligence-framework\final-consolidation\ARCHITECTURE_CONSCIOUS_INTELLIGENCE_COMPLETION_RECORD.md","ARCHITECTURE_CONSCIOUS_INTELLIGENCE_COMPLETION_RECORD.md",".md","1180","architecture-conscious-intelligence-framework\final-consolidation","8878D0EA56BF68EE86DCAABFE75DAE04F6B97AC32884D85CAEDA7B82BAD556E5","2026-07-20T11:29:03.7164687-05:00"
"architecture-conscious-intelligence-framework\final-consolidation\ARCHITECTURE_CONSCIOUS_INTELLIGENCE_VALIDATION_REPORT.md","ARCHITECTURE_CONSCIOUS_INTELLIGENCE_VALIDATION_REPORT.md",".md","1168","architecture-conscious-intelligence-framework\final-consolidation","5F395A919250667811E4D58C3C2FEDD5D7683528D9EC5396E049CFB46F82B621","2026-07-20T11:29:03.6968853-05:00"
"architecture-conscious-intelligence-framework\final-consolidation\COMPLETE_CONSCIOUS_INTELLIGENCE_STATE.md","COMPLETE_CONSCIOUS_INTELLIGENCE_STATE.md",".md","1112","architecture-conscious-intelligence-framework\final-consolidation","6D40C0CAE1479A55830875B2E2E78F4E7224175BE06D134BA0777831215E21A0","2026-07-20T11:29:03.7117201-05:00"
"architecture-conscious-intelligence-framework\recursive-conscious-governance\CONSCIOUS_GOVERNANCE_RECORD.md","CONSCIOUS_GOVERNANCE_RECORD.md",".md","1001","architecture-conscious-intelligence-framework\recursive-conscious-governance","23276AED9825E74CCEFFD91113247EAF9DEF969F7E5333ED8036AF5286CDF0E7","2026-07-20T11:27:21.7006755-05:00"
"architecture-conscious-intelligence-framework\recursive-conscious-governance\CONSCIOUS_GOVERNANCE_STATE_REGISTER.md","CONSCIOUS_GOVERNANCE_STATE_REGISTER.md",".md","1045","architecture-conscious-intelligence-framework\recursive-conscious-governance","E875D92A0AC430117507B09B4A44C63380D9B9F2CC69D397E0A4E5D41AA2AB3E","2026-07-20T11:27:21.7081840-05:00"
"architecture-conscious-intelligence-framework\recursive-conscious-governance\RECURSIVE_CONSCIOUS_GOVERNANCE.md","RECURSIVE_CONSCIOUS_GOVERNANCE.md",".md","1831","architecture-conscious-intelligence-framework\recursive-conscious-governance","883C4DA318FB809B52303319D5A0030C81568BD4F2608828B7DBC5BF263EE5CB","2026-07-20T11:27:21.7041838-05:00"
"architecture-conscious-intelligence-framework\unified-conscious-intelligence-modeling\CONSCIOUS_EVOLUTION_RECORD.md","CONSCIOUS_EVOLUTION_RECORD.md",".md","1044","architecture-conscious-intelligence-framework\unified-conscious-intelligence-modeling","CBAEF7DAE368B7C34FA715CD0D33717AB8A0CDD2309EA495008566A6590F9D48","2026-07-20T11:24:58.5907004-05:00"
"architecture-conscious-intelligence-framework\unified-conscious-intelligence-modeling\CONSCIOUS_STATE_REGISTER.md","CONSCIOUS_STATE_REGISTER.md",".md","1069","architecture-conscious-intelligence-framework\unified-conscious-intelligence-modeling","772A64C0AD2B958B0E250FCADE3131C7C019223CAEA6AEB1D925CDB531FD63E8","2026-07-20T11:24:58.5907004-05:00"
"architecture-conscious-intelligence-framework\unified-conscious-intelligence-modeling\UNIFIED_CONSCIOUS_INTELLIGENCE_MODELING.md","UNIFIED_CONSCIOUS_INTELLIGENCE_MODELING.md",".md","1919","architecture-conscious-intelligence-framework\unified-conscious-intelligence-modeling","EA517BC2FCEC8848BDB926375CA902C287116F362B89E166F3A99080125B1D5B","2026-07-20T11:24:58.6097542-05:00"
"architecture-consolidation\completeness-review\ARCHITECTURE_GAP_ANALYSIS.md","ARCHITECTURE_GAP_ANALYSIS.md",".md","761","architecture-consolidation\completeness-review","8C5CC5E51DD8919B04EF6C0F8EDD5B845EDC1024B1EC8A7C20223B430D074EBE","2026-07-18T11:00:19.7707875-05:00"
"architecture-consolidation\completeness-review\COMPLETENESS_REVIEW_MODEL.md","COMPLETENESS_REVIEW_MODEL.md",".md","878","architecture-consolidation\completeness-review","9E343A1191DF797B4BD030BAB726BAED98C3093AB3DCCE798A6C694767B7042D","2026-07-18T11:00:19.7493823-05:00"
"architecture-consolidation\completeness-review\FINAL_ALIGNMENT_REVIEW.md","FINAL_ALIGNMENT_REVIEW.md",".md","753","architecture-consolidation\completeness-review","C79D000594DC07BF6B392F44C15060809E4E73120CDC12553DCA8FABEB97483A","2026-07-18T11:00:19.7493823-05:00"
"architecture-consolidation\dependency-map\ARCHITECTURE_DEPENDENCY_MODEL.md","ARCHITECTURE_DEPENDENCY_MODEL.md",".md","778","architecture-consolidation\dependency-map","7776DDBCE0658E15E057E6FE16BCE01D0F54EF56B4C529DAD36308B7E9580E6E","2026-07-18T10:58:40.3132235-05:00"
"architecture-consolidation\dependency-map\CAPABILITY_RELATIONSHIP_MAP.md","CAPABILITY_RELATIONSHIP_MAP.md",".md","737","architecture-consolidation\dependency-map","3DD1E32A1D5E736F98FD2C58AF602125CAA2A8726248A84E37F000F181A2D981","2026-07-18T10:58:40.2973450-05:00"
"architecture-consolidation\dependency-map\SYSTEM_INTERACTION_REGISTRY.md","SYSTEM_INTERACTION_REGISTRY.md",".md","708","architecture-consolidation\dependency-map","1E69F2F089618F4337259733C10AD3682A3AABBE4203A8E633568C1C4A85DB7B","2026-07-18T10:58:40.3026522-05:00"
"architecture-consolidation\final-release-record\ARCHITECTURE_EVOLUTION_HISTORY.md","ARCHITECTURE_EVOLUTION_HISTORY.md",".md","714","architecture-consolidation\final-release-record","F341020A425F7A88F7F7B18DE73341ECC68D86EDBE8B160C044EA23843C1537F","2026-07-18T11:01:37.4860427-05:00"
"architecture-consolidation\final-release-record\FINAL_ARCHITECTURE_RECORD.md","FINAL_ARCHITECTURE_RECORD.md",".md","835","architecture-consolidation\final-release-record","C68B084CAC93A94E8172866300859DC3B4B7D3BD934346FDCDF4ED601517A578","2026-07-18T11:01:37.5019851-05:00"
"architecture-consolidation\final-release-record\RELEASE_LINEAGE_MODEL.md","RELEASE_LINEAGE_MODEL.md",".md","713","architecture-consolidation\final-release-record","6B08949025A03C96CB0307B5666022AB6EDF99973C61665BEA8D17994ABD00E6","2026-07-18T11:01:37.4860427-05:00"
"architecture-consolidation\lifecycle-validation\ARCHITECTURE_MATURITY_REVIEW.md","ARCHITECTURE_MATURITY_REVIEW.md",".md","778","architecture-consolidation\lifecycle-validation","E24ECBF5084672121F61020625B29EB16855FFB6FF0E55D7A232A3D40D3D4D73","2026-07-18T10:59:39.3810393-05:00"
"architecture-consolidation\lifecycle-validation\LIFECYCLE_VALIDATION_MODEL.md","LIFECYCLE_VALIDATION_MODEL.md",".md","833","architecture-consolidation\lifecycle-validation","EE68C768FF7BD3B86D81F17219E288203FCFB2410915F1D5DA4EA66AF7ECBA58","2026-07-18T10:59:39.3657660-05:00"
"architecture-consolidation\lifecycle-validation\TRANSITION_VALIDATION_RECORD.md","TRANSITION_VALIDATION_RECORD.md",".md","707","architecture-consolidation\lifecycle-validation","A325B246C4F0824235409D04B389CAD02C2A7537A81B6EF04A7B1F82AAAAF4DA","2026-07-18T10:59:39.3697757-05:00"
"architecture-continuous-intelligence-framework\architecture-continuous-intelligence-integration-mapping\ARCHITECTURE_CONTINUOUS_INTELLIGENCE_INTEGRATION_MAPPING.md","ARCHITECTURE_CONTINUOUS_INTELLIGENCE_INTEGRATION_MAPPING.md",".md","2233","architecture-continuous-intelligence-framework\architecture-continuous-intelligence-integration-mapping","90ACE65541BAC315C8B153E1224C67F5A5BF8EF9A81CF35B87885501AE9EDF83","2026-07-20T13:07:54.6008806-05:00"
"architecture-continuous-intelligence-framework\architecture-continuous-intelligence-integration-mapping\CONTINUOUS_INTELLIGENCE_INTEGRATION_RECORD.md","CONTINUOUS_INTELLIGENCE_INTEGRATION_RECORD.md",".md","1029","architecture-continuous-intelligence-framework\architecture-continuous-intelligence-integration-mapping","BDE1B85109F7A28384585D7A020DF465A73A4EFAD5D78886288A5800992BE083","2026-07-20T13:07:54.6055297-05:00"
"architecture-continuous-intelligence-framework\architecture-continuous-intelligence-integration-mapping\CONTINUOUS_INTELLIGENCE_INTEGRATION_STATE_REGISTER.md","CONTINUOUS_INTELLIGENCE_INTEGRATION_STATE_REGISTER.md",".md","1078","architecture-continuous-intelligence-framework\architecture-continuous-intelligence-integration-mapping","E7973142347CE598AB08C57702568972E78FEB9A4881335FFFE9251635107CA5","2026-07-20T13:07:54.6028870-05:00"
"architecture-continuous-intelligence-framework\continuous-architecture-continuum\CONTINUOUS_ARCHITECTURE_CONTINUUM.md","CONTINUOUS_ARCHITECTURE_CONTINUUM.md",".md","2262","architecture-continuous-intelligence-framework\continuous-architecture-continuum","96C299C156E09679080D12AE8860E2447DF28349B2DABF41E6F19A2915B64099","2026-07-20T13:09:21.9001514-05:00"
"architecture-continuous-intelligence-framework\continuous-architecture-continuum\CONTINUUM_EVOLUTION_RECORD.md","CONTINUUM_EVOLUTION_RECORD.md",".md","1010","architecture-continuous-intelligence-framework\continuous-architecture-continuum","4C5693381972386FE5B99DCE882069C61F1E119C2D20BA5559BD6BA120017E76","2026-07-20T13:09:21.9001514-05:00"
"architecture-continuous-intelligence-framework\continuous-architecture-continuum\CONTINUUM_STATE_REGISTER.md","CONTINUUM_STATE_REGISTER.md",".md","1071","architecture-continuous-intelligence-framework\continuous-architecture-continuum","4E45DED7BE966998AC511FD9C744034D1DD1ECD3B328E51D704A62A6FF6E4A30","2026-07-20T13:09:21.8844996-05:00"
"architecture-continuous-intelligence-framework\final-consolidation\ARCHITECTURE_CONTINUOUS_INTELLIGENCE_COMPLETION_RECORD.md","ARCHITECTURE_CONTINUOUS_INTELLIGENCE_COMPLETION_RECORD.md",".md","1282","architecture-continuous-intelligence-framework\final-consolidation","50F6E08EE370CE60506D276BCF5EF92592CF6CB3DBEBC44911B7E8BBE6DE7B47","2026-07-20T13:10:13.2187891-05:00"
"architecture-continuous-intelligence-framework\final-consolidation\ARCHITECTURE_CONTINUOUS_INTELLIGENCE_VALIDATION_REPORT.md","ARCHITECTURE_CONTINUOUS_INTELLIGENCE_VALIDATION_REPORT.md",".md","1038","architecture-continuous-intelligence-framework\final-consolidation","B05B7FFED451552971C0CCAE11CC265692D23C32B4FB85168C695F0E9F90ACCB","2026-07-20T13:10:13.2437560-05:00"
"architecture-continuous-intelligence-framework\final-consolidation\COMPLETE_CONTINUOUS_INTELLIGENCE_STATE.md","COMPLETE_CONTINUOUS_INTELLIGENCE_STATE.md",".md","1657","architecture-continuous-intelligence-framework\final-consolidation","8C5D2757A89038D47BB0511A14CAC2026AD2A55CCE40D5FED4EF5291F14E1263","2026-07-20T13:10:13.2369269-05:00"
"architecture-continuous-intelligence-framework\recursive-continuous-intelligence-governance\CONTINUOUS_INTELLIGENCE_GOVERNANCE_RECORD.md","CONTINUOUS_INTELLIGENCE_GOVERNANCE_RECORD.md",".md","1012","architecture-continuous-intelligence-framework\recursive-continuous-intelligence-governance","7DF42FEA4F97F6132A7763D41FA9A649620884831E5841EDDEEEA6CAAAE398C1","2026-07-20T13:08:39.4625905-05:00"
