"RelativePath","ArtifactClass","Extension","SizeBytes","SHA256","ReleaseEligibility"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","2640","39EACF7A74E8C8D5F5335D61420CBEAE3AB8523AFE269F6BEEB304872745F879","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","2689","DC95C4097C28F40157808F0F8EB180A21BDB3E79CC799313AA9FD7AB2BB1BA4F","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","2332","8A1E80C93949223B600549DB82AF455D695A902E7418129185CA6BD74B034572","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","2187","4F755BB3F8AF0BBBEAFE45AAE8050DF3AC76FF7446C0D6494D24D71CBBE273AD","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","2884","B282404F43FEE6307E8D5A2FE4B8E0D440B3A15B3D0191DA91C867CEFD2ED7FE","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","2313","A9613CDDC13FFA882A8AAA636BEE18F3E8D315347FDB02F4244078A902955E8A","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","2398","45B9FE0882566AFFF00929DD12E319C3A7BDAA657C7D2C1A34EA78ACC284F1FA","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\README.md","VERIFICATION",".md","2339","DA81C2E4DA4A53CFA16FCE09EAC79F8A76B7429FBE43ABF2BB5FDBA52D742797","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","2203","4842EBFBC9466E1206530A9151E33BFB164DBFFFA1AD9F1047FA56710D874C1D","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","2422","C58FF3797E0F31FAAC33013DC48EEF213DDB90F9C50D296C319A4F9914605AEA","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\RQ.md","VERIFICATION",".md","1980","2007E1E93943B9309AE42DC7AEFA9E934398A4393087CF3FD868A6F8959D0F31","ELIGIBLE"
"execution\MS-010_CONSTITUTIONAL_VERIFICATION_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","3448","61692FF3849C80B4B14B66DC25CAD979DA21F723126DD784F8CC0EE539BB700B","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","2868","6A7A10F66A3D39C048D71572D58C51BF0C371F9CE4024D06252FDB36BD7EA888","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","2369","16DAFB361EB74AD106CF7ED8926257EDA6B16899A19E5878A8735A3C6CDC9C70","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","2203","750E6BE07182078CE45E848373FBB18C2909AB70E4541FBF609CB8557CDFEC57","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","2251","09B8653107AD9683934FB04DE287AE413F96DF2A9C8247AED588D00771C599CD","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","1737","E7144A756F235904F98F64811B3E79C101EC9B6970D18A66D437C3A74DAF5227","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","2310","A93CAE141F2B5BEB157AFF8927CA8DDA0207294E06067099ABF02F9938E1D12C","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\README.md","VERIFICATION",".md","2293","C8CB68FC6981E7EA78F9D5F338A97A1389DA0501E049D1AACC4F6BAC15CE9F5B","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","2194","F05E32AA12C398D8AE6EAE5838FEAA131D9A88D76B339540118608A1999D02F8","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\RQ.md","VERIFICATION",".md","1649","3B429129665CE32A5C5DB5E919A28A89919ED574435159F4044B923FB0452067","ELIGIBLE"
"execution\MS-011_CONSTITUTIONAL_CONTINUITY_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","2156","6BBF04D0A695B1F9ADF4540A5B8BD1FB4427706C90B67F15AD527C7F02A4540A","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","746","86FA4F4852ACEB68A36EB87B6C5F4B0819452494A4ACCEC6497C3B3BA61D957D","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","2607","10AFD0401AF09BE428C0CD66BC481FBBEF82257FCACDA451EDC42C8E1BCEE1BC","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","1982","6EC9FD4FEAA013E1DBC2936DDA5846305E9CD16462435E9D2D989998648DAFA9","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","2492","AC940276E424EB381971B2BE3C4BB0F24786CEEB910683EA747862C797FE47E3","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","2308","338AD02783D407E8320B55B31E978E5A116045CB1F0D6858582BDF98794B1C83","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","2600","DA06990E3A571A960CA887E79258304885D28C801329541830C83D92D8DAE708","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","2546","6E2503100D575047F202A59F96E1A0918584F352390D65EBC806CCB7F2FFDE2D","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\README.md","VERIFICATION",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","2248","193DEDE0BB14D2B4805F4489B2CCBBD5C01684994A4BB11E355FA13AA6A20FE2","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","2445","31A33285A2C408B42096079120B1FF4523EAF8B1A751EA656AF09EECAD1EAE54","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\RQ.md","VERIFICATION",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"execution\MS-012_CONSTITUTIONAL_EVOLUTION_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","2097","D5F38A89D69AC90C2A6C092F0F9F86948310B671B0FF17B99B6A7ADFD9042C58","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","696","E08ED285C97013BDC392BCE9B06B91811881E43A663698029667ED6EF2BECE04","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","899","AEB743065341E2D44308063CFDA913492550F9E5A5F9ED13D37CFD03F993D3B4","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","899","C94101F9CDD36DE1209C9489C0AF0CCA4A5FB3E6CE03AFEACE9269C878E5D2F8","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","2268","60EC6733C65641DA760E311E490B1C6E261E8A373077BDC8B8725AD450C5CF0D","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","2341","C19D2948104196FE94E378330E9CA33A3612E7835952B79A57FAC47D4E2F004A","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","2447","92A8D46FABD0AD36B1A85813BD1FF1BE40BC091D70D64FF22683184B45901A73","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","1558","820B615C1AA78ADC5FFF4D4BE94997409421DE5692E9CE5D7A07A7E72C079F30","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","2583","CCE52641D9AC991F1488DE2D11D43B2C9B6ECDE0A00566608630FD24BE905E54","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\README.md","VERIFICATION",".md","2555","02CE6762BD52A7CE5FF7A3695352A0D1A2EB33F8E94D30F0375AC88C4F24109F","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","1160","DCA06178DA197318D18EF4267F00DFD9706B86F8466F7728F7E40CA02D1F3E3A","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","2461","5162E7FD795DCCDEF14BF06D4E30CE04422CE4B261B06BFD662983EF5A2B3526","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\RQ.md","VERIFICATION",".md","1668","2C08969729DFB1AE2269F7A6BBA5DAD50099CF89E559AE87AF525C0AE1D157EC","ELIGIBLE"
"execution\MS-013_CONSTITUTIONAL_ADAPTATION_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","2324","05C4AB8554ECC7B3CA0529DB2B5B98236C79009A762597401B44308C87700E67","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","618","CA4F61205F44AA311B5E295C7A315254950A67E35ABC0DBA56ADBFDC66BE9108","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","904","FABED9ABA8608C8BDC4A7CBCB31DC2B663F1218DE85620384003FCB1C60EC104","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","899","44262A21BADDF1C1CD3A62717D9515EC0CC767D09878241AEA2B9F5EC07E3DF6","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","1255","9AB0F0B67EBEACB22A7424169626C983F7B4744B247D26A2F69F5BA923F2DF1F","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","587","37DCC67645440CDE6C87F9955A9212E2E42642093F628BDCAEBAC6D022FC84AF","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","1165","09A17D07462EDD06949C3AA5DD920378A6B4679A4666DBA51E8ED3875307937A","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","1362","865B8C45297EBE825196CF33A2249927FE40231B07E5F9DA7574BE80678A35DD","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","546","3439BF64FEC218B40A3F1933561062A399A53167F5EAC6E2DFECACCF9CD2747C","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\README.md","VERIFICATION",".md","2577","67FFC1F541CC04685A788780374915E087D40CAD4C5D374DAF2C4ABF0756376A","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","1167","42478D64752110004A34DF0741EBD101E94DD2832F0A64B0151FB3DD9A9BCB2E","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","520","4F35025EB3F938F64C575514F71FDC628DFE5DB4A8065FA0F22A2AAB2EF4ED7D","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\RQ.md","VERIFICATION",".md","1623","E3F7BA63EC673A2499ED53886CA68D709479BCA7F6B120EE985F4EF52371B5DB","ELIGIBLE"
"execution\MS-014_CONSTITUTIONAL_RESILIENCE_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","1795","0732508961A430514AC66FC1E6B2CB0ED18C91FCFCE437A21A6C90C931FED2FF","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\CHANGELOG.md","VERIFICATION",".md","613","9B06B0A799EE3CEBF5BA1015AF9445A98E39B1C9E35DDA7F6AED916954BB77F0","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\COMPARISON.md","VERIFICATION",".md","1110","9295C695BFE1B85CD22BC1979B67EDAD83FC719F24AB2B1ABB54FDA63C37B409","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\CONCLUSIONS.md","VERIFICATION",".md","943","E267788D87CD932E379494F851304BA4A9E7F0E6735A691E9A50B97C219DFAC2","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\EVIDENCE.md","VERIFICATION",".md","1543","EAA168C8051A06E31CC773DFDF943787A5D1846FFC84E3968344D24288849303","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\EXECUTION_TRACE.md","VERIFICATION",".md","585","5764549FC07AABF6FEB620E5D550018EEB7BB71AC4A82C892DD987AB0F2E8A62","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\MATHEMATICS.md","VERIFICATION",".md","1361","04BE90D5F11F3AADBA297D481C52B51C9002E699D6895A549E160EB02827F1C8","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\OBSERVATIONS.md","VERIFICATION",".md","1275","370B4D2601111EDCBF423698C5E51CDD818EB1D2DAFB83BD78EC905A3DFCC2A3","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\POST_EXECUTION_REVIEW.md","VERIFICATION",".md","552","DF34986CCA2CCCC59DDDB5858C0743ABEA5DE2C603FA9CFBD09A7C18C8B0D6D9","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\README.md","VERIFICATION",".md","2540","AA56D73D624953A2AB5A3524A34A1A198C9AF3BD0F0EF54B1FACAAE289BEE1BC","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\RECONSTRUCTION.md","VERIFICATION",".md","1092","A9B7D4D96942E8FD18EEB796553A61DF4F667795A024ED477A383DB4DFE0BC78","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\REFERENCE_EXECUTION.md","VERIFICATION",".md","549","157E9035F34C9F8073A37F9AE87F2FBE995A5494D7D66B91F04D8DEEABBF9AA0","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\RQ.md","VERIFICATION",".md","1563","F801F088DA1171FFEA1B8619C42F3BB6F066F45E15EE2D9A933A76BCE90F24D5","ELIGIBLE"
"execution\MS-015_CONSTITUTIONAL_STABILITY_INITIALIZATION\VERIFICATION.md","VERIFICATION",".md","1427","2E3CA619A8A993071FE6257E3819E50BC66B90B035D8887C1E3B05DF62DC674E","ELIGIBLE"
"phase-ii\execution\PHASE_II_EXECUTION_MODEL.md","VERIFICATION",".md","1318","E9EEA92A43B272B33A75BDC89E5473F2B1B3EE883E25C108601D4D7675DF4226","ELIGIBLE"
"phase-ii\tests\verification\VERIFICATION_TEST_PLAN.md","VERIFICATION",".md","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","ELIGIBLE"
"phase-ii\verification\EVIDENCE_PIPELINE.md","VERIFICATION",".md","1462","C2235E7A7EBE7840E5681ECF0DA4CA0BFBEFDC126D08484DDE36487AA086134A","ELIGIBLE"
"phase-ii\verification\INTEGRATION_VERIFICATION.md","VERIFICATION",".md","1901","8588642725B4C18030F36C225EEFF939DA3CD69B6BE4B192849B1EF70F12E499","ELIGIBLE"
"phase-ii\verification\RECONSTRUCTION_VALIDATION.md","VERIFICATION",".md","1663","FE7DB743661682C670CACDFD5BF30A34831FB3D6F9C00FFA5F3C3015761B5795","ELIGIBLE"
"phase-ii\verification\evidence\EVIDENCE_COLLECTION_ENGINE.md","VERIFICATION",".md","1329","0B8F0F53FA7FED970F7D882F666782CE88F89720FDA28A6C02BD128E0DCEA78F","ELIGIBLE"
"phase-ii\verification\reconstruction\RECONSTRUCTION_ENGINE.md","VERIFICATION",".md","1267","3BB744AACA03400FDC852C32782CB91C3C5C1D9BCD6DD5AB7D754B6AE336AA6E","ELIGIBLE"
"phase-ii\verification\validation\VALIDATION_ENGINE.md","VERIFICATION",".md","1302","74DDB18060A207E7DD5F3A1B6630FF9090C38ACFE2609B5F3408033D7CD1223C","ELIGIBLE"
"tools\verification\Invoke-MS-T1T2ControlledExecution.ps1","VERIFICATION",".ps1","13408","B25EB4944400BA42BCE6741A90727FA837CF6F0F8FE9C58FDB4AB7B550057483","ELIGIBLE"
"tools\verification\Invoke-MS-T1T2ExecutionReadiness.ps1","VERIFICATION",".ps1","14762","2FF741DFFB8CD6B978B2F8AE6D4295677EC39DB2280C5A51C667493B94059057","ELIGIBLE"
"tools\verification\New-MS-T1T2EvidenceCollectionPacket.ps1","VERIFICATION",".ps1","21025","23CEEDB294E4EEF44E3A20B7B1A65BFBBE1E81833A8FD1087690565D35F83621","ELIGIBLE"
"tools\verification\New-MS-T1T2ExactEntryBlueprint.ps1","VERIFICATION",".ps1","10547","C0216A8E2028C609E92994121C420990BFC7AF20770F79DC3473A8BC3AAAE2E6","ELIGIBLE"
"tools\verification\New-MS-T1T2ExecutionWorkspaces.ps1","VERIFICATION",".ps1","18935","5432FB6299C9DC660DB7746A171B505BB7DC1244DF1CE6BF7462510F2D6F24E5","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\DOWNSTREAM_SEMANTIC_EXPOSURE.csv","VERIFICATION",".csv","884","BF628E02C6F704BED882D4AEC3B96D6D9EE702D570D27B43EAF56AB3AAABE436","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\EXECUTION_RESULTS.csv","VERIFICATION",".csv","491","AA6702C711CB805CBB3592BB2A8D7351729EFD7AF654EA5367450DD09309A8B5","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\INTEGRATED_VERIFICATION_RESULTS.csv","VERIFICATION",".csv","850","8065DA71924686D1E9DE72EA548F5939F3C15D9D1F8243B098BC23B54DAD3EB7","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\MUTATION_DIFF_EVIDENCE.csv","VERIFICATION",".csv","3127","ED1E110E1918CCBD7ED8CEF2A24532E677D80090E092D223C723955E71E06019","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\MUTATION_EVIDENCE.csv","VERIFICATION",".csv","1040","086C12EE5E9D940DBC4ACB271294F50637A53571DF56C04B76A9D85E6FFBF646","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\MUTATION_REGISTER.csv","VERIFICATION",".csv","797","CCB16DCAB6113B671B9015333200B2AC57A9FCAC3E902329178EB78894138699","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\OBJECT_REGISTRY.csv","VERIFICATION",".csv","955","50F1FA0105692C5F9FDAE5209D1F63E4B66273A21D1830DD5D4C925296316E21","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\PROPAGATION_RESULTS.csv","VERIFICATION",".csv","608","0C22BDDC4E9EE4DC86E92EF20A50B9F24FCEAD97B26544719B361E5E31152E3F","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\README.md","VERIFICATION",".md","922","D584CEA67D636FA9E038234DFCA12B8FFFCE4A3C09516BE039167E34C014A489","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\RECONSTRUCTION_CONTRACTS.csv","VERIFICATION",".csv","1004","4CE38387615FE03DC9EE8877300B256A4F8E2245DC448CBE94DB3EBD14B41763","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\RECONSTRUCTION_RESULTS.csv","VERIFICATION",".csv","1554","2AEEBA9223822AA2F212A9B44D69AD3E2664D6326EC08A5CBAE65CAE2403A122","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\Run-MS-T2.py","VERIFICATION",".py","1412","363C5275ED675A71F059B47F3C56A3ACE10EDE3F8AD5240739213DFAD0AA1557","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\STRICT_RECONSTRUCTION_RESULTS.csv","VERIFICATION",".csv","909","D308DC5D83687601CD4C05CA5517D5223EBE944D110D7293EB0E1FA33922EE96","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\TRIAL_REGISTER.csv","VERIFICATION",".csv","878","3DD4EF7264E9927352E540C44F80B235653EDFCC269712007E4C26AC097CE062","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\TRIAL_SPECIFICATION.csv","VERIFICATION",".csv","487","D91C8E8E4386A4B435EF06B0A6455E738310913B24F8274B018E61DBFED249C0","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\VERIFICATION_RECORD.md","VERIFICATION",".md","2424","62D6EBA13EE7C829ADF06453EC4F6ECC8F7BFD378E87E034755E557E0F84EE03","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\VERIFICATION_SUMMARY.csv","VERIFICATION",".csv","604","ED65934917B2562F530F7219EFA2055FF99E448F0CD0795612D7D36A410D6A96","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\mutations\MS-T2-0001\FORMAL_MORNING_STAR_THEORY.md","VERIFICATION",".md","15301","74E3F869F93979705D4ACAF1CF9E0A83386A76FC80522970A115DE53ED06FC9C","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\mutations\MS-T2-0002\SEMANTIC_CONVERGENCE.md","VERIFICATION",".md","9726","E8070BE24190288444C027B92557BEBD41BC2541637515A34CC9A27D697FB09E","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\mutations\MS-T2-0003\OBSERVER_ONTOLOGY.md","VERIFICATION",".md","8898","7DDC0A89C0B595F3A5B22E8E665D8EE18F313EE0D319316BF8BD8B0D3DE20102","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\mutations\MS-T2-0004\FOUNDATION.md","VERIFICATION",".md","6280","8515983F15C113B2A41287ECC780B3D8A6A749AB5B55D341123F5A69EFC6CF05","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\mutations\MS-T2-0005\INITIATION_MATHEMATICS.md","VERIFICATION",".md","8222","FEBCD37E141650C33E00E8F53D3ADC219D6E190E0E029A5AB613D726C1E63309","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\reconstructed-downstream\MS-T2-0001\SEMANTIC_CONVERGENCE.md","VERIFICATION",".md","9735","EEB68C93E5379039298FE1E5C8B9B0369F23AFD2C8B19EA3A88FBD77850F49C4","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\reconstructed-downstream\MS-T2-0002\FOUNDATION.md","VERIFICATION",".md","6279","F3B23EA273267C171016FCFE77F3E361C5D1D8A8A3096D1B1E968E1C79C0A88B","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\reconstructed-downstream\MS-T2-0003\CANONICAL_PARTICIPATION_MODEL.md","VERIFICATION",".md","12968","5C9971925DA9C22D859551135C639366F60463A507AAF93FB5ED1B3135E70CA1","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\reconstructed-downstream\MS-T2-0004\INITIATION_MATHEMATICS.md","VERIFICATION",".md","8196","7B7FBD8DC53697B9F681B1D851AE246B22A9578B3199456166BDFD5FDA09220C","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\reconstructed-downstream\MS-T2-0005\THEOREM_REGISTRY.md","VERIFICATION",".md","12799","CC7F53EE8D5B40EA358E733C84DD5B99ACB2F2EB3ED01137E39D0C85C2CED686","ELIGIBLE"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\workspaces\GO-0001\FORMAL_MORNING_STAR_THEORY.md","VERIFICATION",".md","15236","9251A698A62FC379E6D7CAD6B8DB052A744416A4D765A48758B7E0A657849871","ELIGIBLE"
