"RelativePath","FileName","Extension","SizeBytes","Directory","SHA256","LastWriteTime"
"post-release-governance\future-architecture-releases\RELEASE_EVOLUTION_RECORD.md","RELEASE_EVOLUTION_RECORD.md",".md","803","post-release-governance\future-architecture-releases","ED10A07C58CF30B10DB462A7FCBEBC0F1035D54C1CE9DF468830A38C284D6406","2026-07-19T16:25:51.7047858-05:00"
"post-release-governance\future-architecture-releases\RELEASE_STATE_REGISTER.md","RELEASE_STATE_REGISTER.md",".md","837","post-release-governance\future-architecture-releases","49930F2DDAC79C4DAF49BA47FB6755FBEA8FAFA0D40265D25398E962D5F87DB5","2026-07-19T16:25:51.7007888-05:00"
"publication\ARCHITECTURE_RELEASE_SUMMARY.md","ARCHITECTURE_RELEASE_SUMMARY.md",".md","0","publication","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-18T07:14:27.0074588-05:00"
"publication\CITATION_RECORD.md","CITATION_RECORD.md",".md","0","publication","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-18T03:51:47.2214292-05:00"
"publication\PUBLICATION_METADATA.md","PUBLICATION_METADATA.md",".md","0","publication","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-18T07:14:27.0079731-05:00"
"publication\RELEASE_METADATA.md","RELEASE_METADATA.md",".md","0","publication","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","2026-07-18T03:51:47.2214292-05:00"
"README.md","README.md",".md","1547","","D1C2DD96C63AD24CB0EA43DD3CB88C17F78A51E9EF1BB82204F8C81DE13C334B","2026-07-23T16:41:03.8997069-05:00"
"research-publication\deposit\PUBLICATION_ARCHIVE_MODEL.md","PUBLICATION_ARCHIVE_MODEL.md",".md","476","research-publication\deposit","809238C33D643CD68D3FB4543902C60213711F1C44729FFE5E10A395AC06848C","2026-07-18T07:19:04.3488929-05:00"
"research-publication\deposit\RELEASE_PACKAGE_CHECKLIST.md","RELEASE_PACKAGE_CHECKLIST.md",".md","548","research-publication\deposit","A39ECFE7862412341E9DC121927CA564CB8D30D2B12557B7F36CF93506437248","2026-07-18T07:19:04.3646853-05:00"
"research-publication\metadata\CITATION_METADATA.md","CITATION_METADATA.md",".md","458","research-publication\metadata","A72DD783370603489816527AB809E5010E22827A56A2B29A40F7003A625220B6","2026-07-18T07:18:16.2067041-05:00"
"research-publication\metadata\VERSION_HISTORY.md","VERSION_HISTORY.md",".md","402","research-publication\metadata","B63F03E1240CD0A351FF97304472817E22E9AD677408E35C1751A68B140D66C6","2026-07-18T07:18:16.1958913-05:00"
"runtime\.pytest_cache\README.md","README.md",".md","302","runtime\.pytest_cache","73FD6FCCDD802C419A6B2D983D6C3173B7DA97558AC4B589EDEC2DFE443DB9AD","2026-07-22T18:06:48.8757196-05:00"
"runtime\README.md","README.md",".md","1790","runtime","7849BCDD2693892961195465860A0374F5E3EFD985220B7B4D001F8DDF3B802C","2026-07-22T17:18:50.0642588-05:00"
"verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL\README.md","README.md",".md","922","verification\MS-T2_DEPENDENCY_PROPAGATION_TRIAL","D584CEA67D636FA9E038234DFCA12B8FFFCE4A3C09516BE039167E34C014A489","2026-07-22T20:06:45.8277856-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T1_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\README.md","README.md",".md","1353","volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T1_CONTROLLED_EXECUTION\00_COLLECTION_PACKET","C43BF6C3AA7B25456F4C59BB5F0900FCB446A92BEFAF59396631295A67B90E61","2026-07-23T17:29:56.7619020-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T1_CONTROLLED_EXECUTION\README.md","README.md",".md","945","volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T1_CONTROLLED_EXECUTION","5F558118F6339185FF0CDDB71E1E3060632BB9DC5C58CB69AFDD4C48A59644EF","2026-07-23T17:26:53.3560455-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T2_CONTROLLED_EXECUTION\00_COLLECTION_PACKET\README.md","README.md",".md","1356","volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T2_CONTROLLED_EXECUTION\00_COLLECTION_PACKET","AD100FC89624A8527A35DC55A7FC7AD798FAF7A4FDE53E7CFF2D2900E33B1AFE","2026-07-23T17:29:56.8763754-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T2_CONTROLLED_EXECUTION\README.md","README.md",".md","948","volumes\VOLUME_I_FOUNDATION\verification\execution\MS-T2_CONTROLLED_EXECUTION","197F719978189342C768970D7A10AE92CF0AFFC39479A7C416D1225CF6AD3094","2026-07-23T17:26:53.4270441-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\README.md","README.md",".md","454","volumes\VOLUME_I_FOUNDATION\verification\MS-T1","1BF6A3EAEFB5DE93139B2B9E37CC75206220B7F3F655DB91064D993FE0D6E6FC","2026-07-22T14:24:08.9728492-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\evidence\_SUBMISSIONS\README.md","README.md",".md","1252","volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\evidence\_SUBMISSIONS","5912ECDCD64C12033F16E9E89FC5392B2EC78101DAB6F56466CA4CD4E9CA71C4","2026-07-22T14:32:59.0441884-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\README.md","README.md",".md","615","volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001","16A38C66BD7E1A19C4C76828193DD7F0F485880358248553A139C1331134EC90","2026-07-22T14:27:50.0606680-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\release\PUBLICATION_DECISION.json","PUBLICATION_DECISION.json",".json","1336","volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\release","31F2B71CA0BF89C4147DD3154122CB56D4C2B52421A581C7195F1A23467A770A","2026-07-22T15:34:57.7181978-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\release\RELEASE_INTEGRITY.json","RELEASE_INTEGRITY.json",".json","648","volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\release","89159FFABF5E41734571E1D89FE39AA7D460FF60314DD8D23E08E70A0641377B","2026-07-22T15:34:58.1382157-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\release\RELEASE_MANIFEST.csv","RELEASE_MANIFEST.csv",".csv","2613","volumes\VOLUME_I_FOUNDATION\verification\MS-T1\trials\MS-T1-TRIAL-0001\release","5A8E565B1CA74C37F2B1142F32A981BDAB29B5E96600FC15528706629038573E","2026-07-22T15:34:58.0394557-05:00"
"volumes\VOLUME_I_FOUNDATION\verification\MS-T4_DOMAIN_VERSION_RELATIVITY_TRIAL\VERSION_PROFILES.csv","VERSION_PROFILES.csv",".csv","919","volumes\VOLUME_I_FOUNDATION\verification\MS-T4_DOMAIN_VERSION_RELATIVITY_TRIAL","DBC7EEC196F857D702B67C9E937871185B6C6262C15BEB52CE6ED1CDB7463598","2026-07-23T15:37:22.0116299-05:00"
"volumes\VOLUME_II_ONTOLOGY\README.md","README.md",".md","709","volumes\VOLUME_II_ONTOLOGY","786CBCD2AE48AB6294C17F871239E1C2826FB45CEA7FE12B34C24D87E476DC63","2026-07-22T16:01:02.8025966-05:00"
"volumes\VOLUME_III_NAVIGATION\README.md","README.md",".md","816","volumes\VOLUME_III_NAVIGATION","A6060C785084111E5506B95E9D6894054DDABE3440F25FB720FD8A9E638D6C6F","2026-07-22T16:04:32.0838305-05:00"
"volumes\VOLUME_IV_INTERPRETATION\README.md","README.md",".md","980","volumes\VOLUME_IV_INTERPRETATION","135DF2B57B203579FE8B7ABDAB6338C9D4AB3E4A64F3DD7F83A14C5B469A310F","2026-07-22T16:07:36.1695676-05:00"
"volumes\VOLUME_V_INITIATION\README.md","README.md",".md","858","volumes\VOLUME_V_INITIATION","9DDA4C33CCBA0258A5663DDC3603E88F15C1C5C016DF9AD927B5CA7A4494322F","2026-07-22T16:25:42.2646902-05:00"
