"Category","DirectoryName","RelativePath","FullPath","DirectFileCount","CsvCount","JsonCount","MarkdownCount","PowerShellCount"
"OTHER","architecture-evolution-framework","architecture-evolution-framework","C:\Users\18177\morning-star\architecture-evolution-framework","0","0","0","0","0"
"OTHER","adaptive-transformation-coordination","architecture-evolution-framework/adaptive-transformation-coordination","C:\Users\18177\morning-star\architecture-evolution-framework\adaptive-transformation-coordination","3","0","0","3","0"
"OTHER","advanced-framework-integration","architecture-evolution-framework/advanced-framework-integration","C:\Users\18177\morning-star\architecture-evolution-framework\advanced-framework-integration","3","0","0","3","0"
"OTHER","controlled-capability-expansion","architecture-evolution-framework/controlled-capability-expansion","C:\Users\18177\morning-star\architecture-evolution-framework\controlled-capability-expansion","3","0","0","3","0"
"OTHER","evolution-continuity-preservation","architecture-evolution-framework/evolution-continuity-preservation","C:\Users\18177\morning-star\architecture-evolution-framework\evolution-continuity-preservation","3","0","0","3","0"
"OTHER","evolution-governance-system","architecture-evolution-framework/evolution-governance-system","C:\Users\18177\morning-star\architecture-evolution-framework\evolution-governance-system","3","0","0","3","0"
"OTHER","evolution-state-modeling","architecture-evolution-framework/evolution-state-modeling","C:\Users\18177\morning-star\architecture-evolution-framework\evolution-state-modeling","3","0","0","3","0"
"OTHER","final-consolidation","architecture-evolution-framework/final-consolidation","C:\Users\18177\morning-star\architecture-evolution-framework\final-consolidation","4","0","0","4","0"
"OTHER","future-architecture-discovery","architecture-evolution-framework/future-architecture-discovery","C:\Users\18177\morning-star\architecture-evolution-framework\future-architecture-discovery","3","0","0","3","0"
"OTHER","next-generation-reference-state","architecture-evolution-framework/next-generation-reference-state","C:\Users\18177\morning-star\architecture-evolution-framework\next-generation-reference-state","3","0","0","3","0"
"OTHER","architecture-governance-framework","architecture-governance-framework","C:\Users\18177\morning-star\architecture-governance-framework","6","0","0","6","0"
"OTHER","change-control-governance","architecture-governance-framework/change-control-governance","C:\Users\18177\morning-star\architecture-governance-framework\change-control-governance","3","0","0","3","0"
"OTHER","final-consolidation","architecture-governance-framework/final-consolidation","C:\Users\18177\morning-star\architecture-governance-framework\final-consolidation","3","0","0","3","0"
"OTHER","future-revision-validation","architecture-governance-framework/future-revision-validation","C:\Users\18177\morning-star\architecture-governance-framework\future-revision-validation","3","0","0","3","0"
"OTHER","long-term-architecture-stewardship","architecture-governance-framework/long-term-architecture-stewardship","C:\Users\18177\morning-star\architecture-governance-framework\long-term-architecture-stewardship","1","0","0","1","0"
"OTHER","reference-state-maintenance","architecture-governance-framework/reference-state-maintenance","C:\Users\18177\morning-star\architecture-governance-framework\reference-state-maintenance","3","0","0","3","0"
"OTHER","architecture-harmonic-integration-framework","architecture-harmonic-integration-framework","C:\Users\18177\morning-star\architecture-harmonic-integration-framework","0","0","0","0","0"
"OTHER","final-consolidation","architecture-harmonic-integration-framework/final-consolidation","C:\Users\18177\morning-star\architecture-harmonic-integration-framework\final-consolidation","3","0","0","3","0"
"OTHER","harmonic-architecture-continuum","architecture-harmonic-integration-framework/harmonic-architecture-continuum","C:\Users\18177\morning-star\architecture-harmonic-integration-framework\harmonic-architecture-continuum","3","0","0","3","0"
"OTHER","intelligence-system-harmonic-alignment","architecture-harmonic-integration-framework/intelligence-system-harmonic-alignment","C:\Users\18177\morning-star\architecture-harmonic-integration-framework\intelligence-system-harmonic-alignment","3","0","0","3","0"
"OTHER","recursive-harmonic-governance","architecture-harmonic-integration-framework/recursive-harmonic-governance","C:\Users\18177\morning-star\architecture-harmonic-integration-framework\recursive-harmonic-governance","3","0","0","3","0"
"OTHER","unified-architecture-harmonic-modeling","architecture-harmonic-integration-framework/unified-architecture-harmonic-modeling","C:\Users\18177\morning-star\architecture-harmonic-integration-framework\unified-architecture-harmonic-modeling","3","0","0","3","0"
"OTHER","architecture-immutability-reference","architecture-immutability-reference","C:\Users\18177\morning-star\architecture-immutability-reference","0","0","0","0","0"
"OTHER","constitutional-architecture-lock","architecture-immutability-reference/constitutional-architecture-lock","C:\Users\18177\morning-star\architecture-immutability-reference\constitutional-architecture-lock","3","0","0","3","0"
"OTHER","final-consolidation","architecture-immutability-reference/final-consolidation","C:\Users\18177\morning-star\architecture-immutability-reference\final-consolidation","3","0","0","3","0"
"OTHER","immutable-reference-state-creation","architecture-immutability-reference/immutable-reference-state-creation","C:\Users\18177\morning-star\architecture-immutability-reference\immutable-reference-state-creation","3","0","0","3","0"
"OTHER","permanent-architecture-reference-registry","architecture-immutability-reference/permanent-architecture-reference-registry","C:\Users\18177\morning-star\architecture-immutability-reference\permanent-architecture-reference-registry","1","0","0","1","0"
"OTHER","architecture-impact-framework","architecture-impact-framework","C:\Users\18177\morning-star\architecture-impact-framework","0","0","0","0","0"
"OTHER","final-consolidation","architecture-impact-framework/final-consolidation","C:\Users\18177\morning-star\architecture-impact-framework\final-consolidation","3","0","0","3","0"
"OTHER","impact-measurement-model","architecture-impact-framework/impact-measurement-model","C:\Users\18177\morning-star\architecture-impact-framework\impact-measurement-model","3","0","0","3","0"
"OTHER","long-term-impact-continuity","architecture-impact-framework/long-term-impact-continuity","C:\Users\18177\morning-star\architecture-impact-framework\long-term-impact-continuity","3","0","0","3","0"
"OTHER","outcome-validation-system","architecture-impact-framework/outcome-validation-system","C:\Users\18177\morning-star\architecture-impact-framework\outcome-validation-system","3","0","0","3","0"
"OTHER","societal-systemic-impact-analysis","architecture-impact-framework/societal-systemic-impact-analysis","C:\Users\18177\morning-star\architecture-impact-framework\societal-systemic-impact-analysis","3","0","0","3","0"
"OTHER","architecture-integrated-existence-framework","architecture-integrated-existence-framework","C:\Users\18177\morning-star\architecture-integrated-existence-framework","0","0","0","0","0"
"OTHER","complete-architecture-state-modeling","architecture-integrated-existence-framework/complete-architecture-state-modeling","C:\Users\18177\morning-star\architecture-integrated-existence-framework\complete-architecture-state-modeling","3","0","0","3","0"
"OTHER","final-consolidation","architecture-integrated-existence-framework/final-consolidation","C:\Users\18177\morning-star\architecture-integrated-existence-framework\final-consolidation","3","0","0","3","0"
"OTHER","integrated-architecture-continuum","architecture-integrated-existence-framework/integrated-architecture-continuum","C:\Users\18177\morning-star\architecture-integrated-existence-framework\integrated-architecture-continuum","3","0","0","3","0"
"OTHER","intelligence-architecture-coherence-mapping","architecture-integrated-existence-framework/intelligence-architecture-coherence-mapping","C:\Users\18177\morning-star\architecture-integrated-existence-framework\intelligence-architecture-coherence-mapping","3","0","0","3","0"
"OTHER","recursive-existence-governance","architecture-integrated-existence-framework/recursive-existence-governance","C:\Users\18177\morning-star\architecture-integrated-existence-framework\recursive-existence-governance","3","0","0","3","0"
"OTHER","architecture-integrated-intelligence-framework","architecture-integrated-intelligence-framework","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework","0","0","0","0","0"
"OTHER","architecture-integrated-intelligence-integration-mapping","architecture-integrated-intelligence-framework/architecture-integrated-intelligence-integration-mapping","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework\architecture-integrated-intelligence-integration-mapping","3","0","0","3","0"
"OTHER","architecture-intelligence-integration-mapping","architecture-integrated-intelligence-framework/architecture-intelligence-integration-mapping","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework\architecture-intelligence-integration-mapping","3","0","0","3","0"
"OTHER","final-consolidation","architecture-integrated-intelligence-framework/final-consolidation","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework\final-consolidation","3","0","0","3","0"
"OTHER","integrated-architecture-continuum","architecture-integrated-intelligence-framework/integrated-architecture-continuum","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework\integrated-architecture-continuum","3","0","0","3","0"
"OTHER","recursive-integrated-intelligence-governance","architecture-integrated-intelligence-framework/recursive-integrated-intelligence-governance","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework\recursive-integrated-intelligence-governance","3","0","0","3","0"
"OTHER","recursive-integration-governance","architecture-integrated-intelligence-framework/recursive-integration-governance","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework\recursive-integration-governance","3","0","0","3","0"
"OTHER","unified-integrated-intelligence-modeling","architecture-integrated-intelligence-framework/unified-integrated-intelligence-modeling","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework\unified-integrated-intelligence-modeling","3","0","0","3","0"
"OTHER","unified-intelligence-integration-modeling","architecture-integrated-intelligence-framework/unified-intelligence-integration-modeling","C:\Users\18177\morning-star\architecture-integrated-intelligence-framework\unified-intelligence-integration-modeling","3","0","0","3","0"
"OTHER","architecture-intelligence-amplification","architecture-intelligence-amplification","C:\Users\18177\morning-star\architecture-intelligence-amplification","0","0","0","0","0"
"OTHER","architecture-knowledge-integration","architecture-intelligence-amplification/architecture-knowledge-integration","C:\Users\18177\morning-star\architecture-intelligence-amplification\architecture-knowledge-integration","3","0","0","3","0"
"OTHER","distributed-architecture-intelligence-network","architecture-intelligence-amplification/distributed-architecture-intelligence-network","C:\Users\18177\morning-star\architecture-intelligence-amplification\distributed-architecture-intelligence-network","3","0","0","3","0"
"OTHER","final-consolidation","architecture-intelligence-amplification/final-consolidation","C:\Users\18177\morning-star\architecture-intelligence-amplification\final-consolidation","3","0","0","3","0"
"OTHER","predictive-governance-modeling","architecture-intelligence-amplification/predictive-governance-modeling","C:\Users\18177\morning-star\architecture-intelligence-amplification\predictive-governance-modeling","3","0","0","3","0"
"OTHER","recursive-intelligence-optimization","architecture-intelligence-amplification/recursive-intelligence-optimization","C:\Users\18177\morning-star\architecture-intelligence-amplification\recursive-intelligence-optimization","3","0","0","3","0"
"OTHER","architecture-intelligence-framework","architecture-intelligence-framework","C:\Users\18177\morning-star\architecture-intelligence-framework","0","0","0","0","0"
"OTHER","contextual-architecture-reasoning","architecture-intelligence-framework/contextual-architecture-reasoning","C:\Users\18177\morning-star\architecture-intelligence-framework\contextual-architecture-reasoning","3","0","0","3","0"
"OTHER","final-consolidation","architecture-intelligence-framework/final-consolidation","C:\Users\18177\morning-star\architecture-intelligence-framework\final-consolidation","3","0","0","3","0"
"OTHER","intelligence-continuity-integration","architecture-intelligence-framework/intelligence-continuity-integration","C:\Users\18177\morning-star\architecture-intelligence-framework\intelligence-continuity-integration","3","0","0","3","0"
"OTHER","intelligence-governance-alignment","architecture-intelligence-framework/intelligence-governance-alignment","C:\Users\18177\morning-star\architecture-intelligence-framework\intelligence-governance-alignment","3","0","0","3","0"
"OTHER","intelligence-state-representation","architecture-intelligence-framework/intelligence-state-representation","C:\Users\18177\morning-star\architecture-intelligence-framework\intelligence-state-representation","3","0","0","3","0"
"OTHER","architecture-intelligence-synthesis-framework","architecture-intelligence-synthesis-framework","C:\Users\18177\morning-star\architecture-intelligence-synthesis-framework","0","0","0","0","0"
"OTHER","constitutional-intelligence-integration-mapping","architecture-intelligence-synthesis-framework/constitutional-intelligence-integration-mapping","C:\Users\18177\morning-star\architecture-intelligence-synthesis-framework\constitutional-intelligence-integration-mapping","3","0","0","3","0"
"OTHER","final-consolidation","architecture-intelligence-synthesis-framework/final-consolidation","C:\Users\18177\morning-star\architecture-intelligence-synthesis-framework\final-consolidation","3","0","0","3","0"
"OTHER","recursive-intelligence-governance-synthesis","architecture-intelligence-synthesis-framework/recursive-intelligence-governance-synthesis","C:\Users\18177\morning-star\architecture-intelligence-synthesis-framework\recursive-intelligence-governance-synthesis","3","0","0","3","0"
"OTHER","unified-architecture-continuum","architecture-intelligence-synthesis-framework/unified-architecture-continuum","C:\Users\18177\morning-star\architecture-intelligence-synthesis-framework\unified-architecture-continuum","3","0","0","3","0"
"OTHER","unified-intelligence-layer-synthesis","architecture-intelligence-synthesis-framework/unified-intelligence-layer-synthesis","C:\Users\18177\morning-star\architecture-intelligence-synthesis-framework\unified-intelligence-layer-synthesis","3","0","0","3","0"
"OTHER","architecture-intelligent-adaptation","architecture-intelligent-adaptation","C:\Users\18177\morning-star\architecture-intelligent-adaptation","0","0","0","0","0"
"OTHER","adaptive-architecture-interpretation","architecture-intelligent-adaptation/adaptive-architecture-interpretation","C:\Users\18177\morning-star\architecture-intelligent-adaptation\adaptive-architecture-interpretation","3","0","0","3","0"
"OTHER","contextual-evolution-management","architecture-intelligent-adaptation/contextual-evolution-management","C:\Users\18177\morning-star\architecture-intelligent-adaptation\contextual-evolution-management","3","0","0","3","0"
"OTHER","final-consolidation","architecture-intelligent-adaptation/final-consolidation","C:\Users\18177\morning-star\architecture-intelligent-adaptation\final-consolidation","3","0","0","3","0"
"OTHER","intelligent-architecture-continuity-model","architecture-intelligent-adaptation/intelligent-architecture-continuity-model","C:\Users\18177\morning-star\architecture-intelligent-adaptation\intelligent-architecture-continuity-model","3","0","0","3","0"
"OTHER","intelligent-state-optimization","architecture-intelligent-adaptation/intelligent-state-optimization","C:\Users\18177\morning-star\architecture-intelligent-adaptation\intelligent-state-optimization","3","0","0","3","0"
"OTHER","architecture-intelligent-governance-framework","architecture-intelligent-governance-framework","C:\Users\18177\morning-star\architecture-intelligent-governance-framework","0","0","0","0","0"
"OTHER","adaptive-ecosystem-intelligence","architecture-intelligent-governance-framework/adaptive-ecosystem-intelligence","C:\Users\18177\morning-star\architecture-intelligent-governance-framework\adaptive-ecosystem-intelligence","3","0","0","3","0"
"OTHER","autonomous-governance-coordination","architecture-intelligent-governance-framework/autonomous-governance-coordination","C:\Users\18177\morning-star\architecture-intelligent-governance-framework\autonomous-governance-coordination","3","0","0","3","0"
"OTHER","decision-intelligence-integration","architecture-intelligent-governance-framework/decision-intelligence-integration","C:\Users\18177\morning-star\architecture-intelligent-governance-framework\decision-intelligence-integration","3","0","0","3","0"
"OTHER","knowledge-state-management","architecture-intelligent-governance-framework/knowledge-state-management","C:\Users\18177\morning-star\architecture-intelligent-governance-framework\knowledge-state-management","3","0","0","3","0"
"OTHER","architecture-knowledge-framework","architecture-knowledge-framework","C:\Users\18177\morning-star\architecture-knowledge-framework","0","0","0","0","0"
"OTHER","final-consolidation","architecture-knowledge-framework/final-consolidation","C:\Users\18177\morning-star\architecture-knowledge-framework\final-consolidation","3","0","0","3","0"
"OTHER","knowledge-continuity-preservation","architecture-knowledge-framework/knowledge-continuity-preservation","C:\Users\18177\morning-star\architecture-knowledge-framework\knowledge-continuity-preservation","3","0","0","3","0"
"OTHER","knowledge-governance-alignment","architecture-knowledge-framework/knowledge-governance-alignment","C:\Users\18177\morning-star\architecture-knowledge-framework\knowledge-governance-alignment","3","0","0","3","0"
"OTHER","knowledge-integration-system","architecture-knowledge-framework/knowledge-integration-system","C:\Users\18177\morning-star\architecture-knowledge-framework\knowledge-integration-system","3","0","0","3","0"
"OTHER","knowledge-state-management","architecture-knowledge-framework/knowledge-state-management","C:\Users\18177\morning-star\architecture-knowledge-framework\knowledge-state-management","3","0","0","3","0"
"OTHER","architecture-legacy-continuity","architecture-legacy-continuity","C:\Users\18177\morning-star\architecture-legacy-continuity","0","0","0","0","0"
"OTHER","canonical-architecture-preservation","architecture-legacy-continuity/canonical-architecture-preservation","C:\Users\18177\morning-star\architecture-legacy-continuity\canonical-architecture-preservation","3","0","0","3","0"
"OTHER","civilization-scale-architecture-legacy","architecture-legacy-continuity/civilization-scale-architecture-legacy","C:\Users\18177\morning-star\architecture-legacy-continuity\civilization-scale-architecture-legacy","3","0","0","3","0"
"OTHER","eternal-reference-model-maintenance","architecture-legacy-continuity/eternal-reference-model-maintenance","C:\Users\18177\morning-star\architecture-legacy-continuity\eternal-reference-model-maintenance","3","0","0","3","0"
"OTHER","final-consolidation","architecture-legacy-continuity/final-consolidation","C:\Users\18177\morning-star\architecture-legacy-continuity\final-consolidation","3","0","0","3","0"
"OTHER","generational-knowledge-transfer","architecture-legacy-continuity/generational-knowledge-transfer","C:\Users\18177\morning-star\architecture-legacy-continuity\generational-knowledge-transfer","3","0","0","3","0"
"OTHER","architecture-maturity-acceleration","architecture-maturity-acceleration","C:\Users\18177\morning-star\architecture-maturity-acceleration","0","0","0","0","0"
"OTHER","deployment-governance-model","architecture-maturity-acceleration/deployment-governance-model","C:\Users\18177\morning-star\architecture-maturity-acceleration\deployment-governance-model","3","0","0","3","0"
"OTHER","external-adoption-framework","architecture-maturity-acceleration/external-adoption-framework","C:\Users\18177\morning-star\architecture-maturity-acceleration\external-adoption-framework","3","0","0","3","0"
"OTHER","final-consolidation","architecture-maturity-acceleration/final-consolidation","C:\Users\18177\morning-star\architecture-maturity-acceleration\final-consolidation","3","0","0","3","0"
"OTHER","global-ecosystem-expansion-model","architecture-maturity-acceleration/global-ecosystem-expansion-model","C:\Users\18177\morning-star\architecture-maturity-acceleration\global-ecosystem-expansion-model","3","0","0","3","0"
"OTHER","research-collaboration-architecture","architecture-maturity-acceleration/research-collaboration-architecture","C:\Users\18177\morning-star\architecture-maturity-acceleration\research-collaboration-architecture","3","0","0","3","0"
"OTHER","architecture-maturity-operations","architecture-maturity-operations","C:\Users\18177\morning-star\architecture-maturity-operations","0","0","0","0","0"
"OTHER","cross-architecture-performance-analysis","architecture-maturity-operations/cross-architecture-performance-analysis","C:\Users\18177\morning-star\architecture-maturity-operations\cross-architecture-performance-analysis","3","0","0","3","0"
"OTHER","ecosystem-intelligence-monitoring","architecture-maturity-operations/ecosystem-intelligence-monitoring","C:\Users\18177\morning-star\architecture-maturity-operations\ecosystem-intelligence-monitoring","3","0","0","3","0"
"OTHER","final-consolidation","architecture-maturity-operations/final-consolidation","C:\Users\18177\morning-star\architecture-maturity-operations\final-consolidation","3","0","0","3","0"
"OTHER","next-generation-ecosystem-synthesis","architecture-maturity-operations/next-generation-ecosystem-synthesis","C:\Users\18177\morning-star\architecture-maturity-operations\next-generation-ecosystem-synthesis","3","0","0","3","0"
"OTHER","strategic-capability-expansion","architecture-maturity-operations/strategic-capability-expansion","C:\Users\18177\morning-star\architecture-maturity-operations\strategic-capability-expansion","3","0","0","3","0"
"OTHER","architecture-meta-intelligence-framework","architecture-meta-intelligence-framework","C:\Users\18177\morning-star\architecture-meta-intelligence-framework","0","0","0","0","0"
"OTHER","architecture-meta-intelligence-integration-mapping","architecture-meta-intelligence-framework/architecture-meta-intelligence-integration-mapping","C:\Users\18177\morning-star\architecture-meta-intelligence-framework\architecture-meta-intelligence-integration-mapping","3","0","0","3","0"
"OTHER","final-consolidation","architecture-meta-intelligence-framework/final-consolidation","C:\Users\18177\morning-star\architecture-meta-intelligence-framework\final-consolidation","3","0","0","3","0"
"OTHER","meta-architecture-continuum","architecture-meta-intelligence-framework/meta-architecture-continuum","C:\Users\18177\morning-star\architecture-meta-intelligence-framework\meta-architecture-continuum","3","0","0","3","0"
"OTHER","recursive-meta-intelligence-governance","architecture-meta-intelligence-framework/recursive-meta-intelligence-governance","C:\Users\18177\morning-star\architecture-meta-intelligence-framework\recursive-meta-intelligence-governance","3","0","0","3","0"
"OTHER","unified-meta-intelligence-modeling","architecture-meta-intelligence-framework/unified-meta-intelligence-modeling","C:\Users\18177\morning-star\architecture-meta-intelligence-framework\unified-meta-intelligence-modeling","3","0","0","3","0"
"OTHER","architecture-meta-intelligence-governance","architecture-meta-intelligence-governance","C:\Users\18177\morning-star\architecture-meta-intelligence-governance","0","0","0","0","0"
"OTHER","final-consolidation","architecture-meta-intelligence-governance/final-consolidation","C:\Users\18177\morning-star\architecture-meta-intelligence-governance\final-consolidation","3","0","0","3","0"
"OTHER","intelligence-governance-coordination","architecture-meta-intelligence-governance/intelligence-governance-coordination","C:\Users\18177\morning-star\architecture-meta-intelligence-governance\intelligence-governance-coordination","3","0","0","3","0"
"OTHER","meta-architecture-awareness","architecture-meta-intelligence-governance/meta-architecture-awareness","C:\Users\18177\morning-star\architecture-meta-intelligence-governance\meta-architecture-awareness","3","0","0","3","0"
"OTHER","meta-intelligence-continuity-model","architecture-meta-intelligence-governance/meta-intelligence-continuity-model","C:\Users\18177\morning-star\architecture-meta-intelligence-governance\meta-intelligence-continuity-model","3","0","0","3","0"
"OTHER","recursive-architecture-synthesis","architecture-meta-intelligence-governance/recursive-architecture-synthesis","C:\Users\18177\morning-star\architecture-meta-intelligence-governance\recursive-architecture-synthesis","3","0","0","3","0"
"OTHER","architecture-observability-framework","architecture-observability-framework","C:\Users\18177\morning-star\architecture-observability-framework","0","0","0","0","0"
"OTHER","architecture-state-monitoring","architecture-observability-framework/architecture-state-monitoring","C:\Users\18177\morning-star\architecture-observability-framework\architecture-state-monitoring","3","0","0","3","0"
"OTHER","continuous-assurance-reporting","architecture-observability-framework/continuous-assurance-reporting","C:\Users\18177\morning-star\architecture-observability-framework\continuous-assurance-reporting","3","0","0","3","0"
"OTHER","final-consolidation","architecture-observability-framework/final-consolidation","C:\Users\18177\morning-star\architecture-observability-framework\final-consolidation","3","0","0","3","0"
"OTHER","governance-compliance-tracking","architecture-observability-framework/governance-compliance-tracking","C:\Users\18177\morning-star\architecture-observability-framework\governance-compliance-tracking","3","0","0","3","0"
"OTHER","integrity-drift-detection","architecture-observability-framework/integrity-drift-detection","C:\Users\18177\morning-star\architecture-observability-framework\integrity-drift-detection","3","0","0","3","0"
"OTHER","architecture-omnisynthesis-framework","architecture-omnisynthesis-framework","C:\Users\18177\morning-star\architecture-omnisynthesis-framework","0","0","0","0","0"
"OTHER","final-consolidation","architecture-omnisynthesis-framework/final-consolidation","C:\Users\18177\morning-star\architecture-omnisynthesis-framework\final-consolidation","3","0","0","3","0"
"OTHER","intelligence-ecosystem-integration","architecture-omnisynthesis-framework/intelligence-ecosystem-integration","C:\Users\18177\morning-star\architecture-omnisynthesis-framework\intelligence-ecosystem-integration","3","0","0","3","0"
"OTHER","omnisynthesis-continuity-model","architecture-omnisynthesis-framework/omnisynthesis-continuity-model","C:\Users\18177\morning-star\architecture-omnisynthesis-framework\omnisynthesis-continuity-model","3","0","0","3","0"
"OTHER","recursive-meta-governance-expansion","architecture-omnisynthesis-framework/recursive-meta-governance-expansion","C:\Users\18177\morning-star\architecture-omnisynthesis-framework\recursive-meta-governance-expansion","3","0","0","3","0"
"OTHER","total-architecture-convergence","architecture-omnisynthesis-framework/total-architecture-convergence","C:\Users\18177\morning-star\architecture-omnisynthesis-framework\total-architecture-convergence","3","0","0","3","0"
"OTHER","architecture-operating-continuity-framework","architecture-operating-continuity-framework","C:\Users\18177\morning-star\architecture-operating-continuity-framework","0","0","0","0","0"
"OTHER","continuous-certification-maintenance","architecture-operating-continuity-framework/continuous-certification-maintenance","C:\Users\18177\morning-star\architecture-operating-continuity-framework\continuous-certification-maintenance","3","0","0","3","0"
"OTHER","final-consolidation","architecture-operating-continuity-framework/final-consolidation","C:\Users\18177\morning-star\architecture-operating-continuity-framework\final-consolidation","3","0","0","3","0"
"OTHER","reference-state-monitoring","architecture-operating-continuity-framework/reference-state-monitoring","C:\Users\18177\morning-star\architecture-operating-continuity-framework\reference-state-monitoring","3","0","0","3","0"
"OTHER","architecture-optimization-framework","architecture-optimization-framework","C:\Users\18177\morning-star\architecture-optimization-framework","0","0","0","0","0"
"OTHER","adaptive-improvement-governance","architecture-optimization-framework/adaptive-improvement-governance","C:\Users\18177\morning-star\architecture-optimization-framework\adaptive-improvement-governance","3","0","0","3","0"
"OTHER","continuous-excellence-continuity","architecture-optimization-framework/continuous-excellence-continuity","C:\Users\18177\morning-star\architecture-optimization-framework\continuous-excellence-continuity","3","0","0","3","0"
"OTHER","final-consolidation","architecture-optimization-framework/final-consolidation","C:\Users\18177\morning-star\architecture-optimization-framework\final-consolidation","3","0","0","3","0"
"OTHER","performance-optimization-model","architecture-optimization-framework/performance-optimization-model","C:\Users\18177\morning-star\architecture-optimization-framework\performance-optimization-model","3","0","0","3","0"
"OTHER","architecture-reasoning-framework","architecture-reasoning-framework","C:\Users\18177\morning-star\architecture-reasoning-framework","0","0","0","0","0"
"OTHER","constitutional-reasoning-governance","architecture-reasoning-framework/constitutional-reasoning-governance","C:\Users\18177\morning-star\architecture-reasoning-framework\constitutional-reasoning-governance","3","0","0","3","0"
"OTHER","final-consolidation","architecture-reasoning-framework/final-consolidation","C:\Users\18177\morning-star\architecture-reasoning-framework\final-consolidation","3","0","0","3","0"
"OTHER","multi-layer-relationship-inference","architecture-reasoning-framework/multi-layer-relationship-inference","C:\Users\18177\morning-star\architecture-reasoning-framework\multi-layer-relationship-inference","3","0","0","3","0"
"OTHER","reasoning-continuity-preservation","architecture-reasoning-framework/reasoning-continuity-preservation","C:\Users\18177\morning-star\architecture-reasoning-framework\reasoning-continuity-preservation","3","0","0","3","0"
"OTHER","reasoning-state-modeling","architecture-reasoning-framework/reasoning-state-modeling","C:\Users\18177\morning-star\architecture-reasoning-framework\reasoning-state-modeling","3","0","0","3","0"
"OTHER","architecture-reflective-intelligence","architecture-reflective-intelligence","C:\Users\18177\morning-star\architecture-reflective-intelligence","0","0","0","0","0"
"OTHER","adaptive-insight-generation","architecture-reflective-intelligence/adaptive-insight-generation","C:\Users\18177\morning-star\architecture-reflective-intelligence\adaptive-insight-generation","3","0","0","3","0"
"OTHER","architecture-reflection-engine","architecture-reflective-intelligence/architecture-reflection-engine","C:\Users\18177\morning-star\architecture-reflective-intelligence\architecture-reflection-engine","3","0","0","3","0"
"OTHER","final-consolidation","architecture-reflective-intelligence/final-consolidation","C:\Users\18177\morning-star\architecture-reflective-intelligence\final-consolidation","3","0","0","3","0"
"OTHER","recursive-governance-learning","architecture-reflective-intelligence/recursive-governance-learning","C:\Users\18177\morning-star\architecture-reflective-intelligence\recursive-governance-learning","3","0","0","3","0"
"OTHER","reflective-intelligence-continuity-model","architecture-reflective-intelligence/reflective-intelligence-continuity-model","C:\Users\18177\morning-star\architecture-reflective-intelligence\reflective-intelligence-continuity-model","3","0","0","3","0"
"OTHER","architecture-reflective-intelligence-framework","architecture-reflective-intelligence-framework","C:\Users\18177\morning-star\architecture-reflective-intelligence-framework","0","0","0","0","0"
"OTHER","architecture-reflection-integration-mapping","architecture-reflective-intelligence-framework/architecture-reflection-integration-mapping","C:\Users\18177\morning-star\architecture-reflective-intelligence-framework\architecture-reflection-integration-mapping","3","0","0","3","0"
"OTHER","final-consolidation","architecture-reflective-intelligence-framework/final-consolidation","C:\Users\18177\morning-star\architecture-reflective-intelligence-framework\final-consolidation","3","0","0","3","0"
"OTHER","recursive-reflective-governance","architecture-reflective-intelligence-framework/recursive-reflective-governance","C:\Users\18177\morning-star\architecture-reflective-intelligence-framework\recursive-reflective-governance","3","0","0","3","0"
"OTHER","reflective-architecture-continuum","architecture-reflective-intelligence-framework/reflective-architecture-continuum","C:\Users\18177\morning-star\architecture-reflective-intelligence-framework\reflective-architecture-continuum","3","0","0","3","0"
"OTHER","unified-reflective-intelligence-modeling","architecture-reflective-intelligence-framework/unified-reflective-intelligence-modeling","C:\Users\18177\morning-star\architecture-reflective-intelligence-framework\unified-reflective-intelligence-modeling","3","0","0","3","0"
"OTHER","architecture-resilience-framework","architecture-resilience-framework","C:\Users\18177\morning-star\architecture-resilience-framework","0","0","0","0","0"
"OTHER","failure-mode-analysis","architecture-resilience-framework/failure-mode-analysis","C:\Users\18177\morning-star\architecture-resilience-framework\failure-mode-analysis","3","0","0","3","0"
"OTHER","final-consolidation","architecture-resilience-framework/final-consolidation","C:\Users\18177\morning-star\architecture-resilience-framework\final-consolidation","3","0","0","3","0"
"OTHER","recovery-and-adaptation-governance","architecture-resilience-framework/recovery-and-adaptation-governance","C:\Users\18177\morning-star\architecture-resilience-framework\recovery-and-adaptation-governance","3","0","0","3","0"
"OTHER","resilience-baseline-modeling","architecture-resilience-framework/resilience-baseline-modeling","C:\Users\18177\morning-star\architecture-resilience-framework\resilience-baseline-modeling","3","0","0","3","0"
"OTHER","resilience-continuity-validation","architecture-resilience-framework/resilience-continuity-validation","C:\Users\18177\morning-star\architecture-resilience-framework\resilience-continuity-validation","3","0","0","3","0"
"OTHER","architecture-self-aware-governance","architecture-self-aware-governance","C:\Users\18177\morning-star\architecture-self-aware-governance","0","0","0","0","0"
