"TransactionID","BatchID","EngineName","EngineVersion","TransactionType","TransactionStatus","TheoremID","SourceFile","CsvRow","RecordIdentity","EntryAuthority","FieldName","CurrentValue","ProposedValue","SourceReference","SourceSHA256","TargetCompletionForm","IssuanceID","DependencyID","CaseID","EvidenceID","AssessmentID","ProposedBy","ProposedAt","ValidationStatus","ValidationMessage","SynchronizationStatus","SynchronizedBy","SynchronizedAt","RollbackStatus","RollbackReference","SupersedesTransactionID","Notes"
"BATCH-A-TXN-89494DBCB8913A39","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","2","MS-T2-CASE-001-A","GOVERNED_CASE_DESIGN","CorrectionEnabled","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-B2DE4EB0D5FFDF69","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","2","MS-T2-CASE-001-A","GOVERNED_CASE_DESIGN","OriginalValue","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-A44B5E017D708522","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","2","MS-T2-CASE-001-A","GOVERNED_CASE_DESIGN","SeededValue","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-903E6C89ED5C12B6","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","2","MS-T2-CASE-001-A","CONTROLLED_ID_ASSIGNMENT","SeedObjectID","","MS-T2-SEED-2630D5504D12","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-D980DACC6CEFD38E","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","2","MS-T2-CASE-001-A","GOVERNED_CASE_DESIGN","SeedPropertyClass","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-F95363FCFD1AEAD5","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","3","MS-T2-CASE-001-B","GOVERNED_CASE_DESIGN","CorrectionEnabled","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-F0EEA524FA072103","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","3","MS-T2-CASE-001-B","GOVERNED_CASE_DESIGN","DivergenceClass","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-8E2123E6C6D1873A","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","3","MS-T2-CASE-001-B","GOVERNED_CASE_DESIGN","OriginalValue","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-69378D52936241ED","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","3","MS-T2-CASE-001-B","GOVERNED_CASE_DESIGN","SeededValue","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
"BATCH-A-TXN-78F6A83AD9ACA53C","BATCH-A","CONTROLLED_ID_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","3","MS-T2-CASE-001-B","CONTROLLED_ID_ASSIGNMENT","SeedObjectID","","MS-T2-SEED-855A17818850","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","NOT_RUN","","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Deterministic controlled identifier generated from the canonical work-item identity."
"BATCH-A-TXN-1F943F24CB489568","BATCH-A","GOVERNED_CASE_DESIGN_ENGINE","1.0.0","PROPOSE_WORKLIST_VALUE","PROPOSED","MS-T2","TRIAL_CASES.csv","3","MS-T2-CASE-001-B","GOVERNED_CASE_DESIGN","SeedPropertyClass","","","./volumes/VOLUME_I_FOUNDATION/verification/readiness/MS-T1_T2_PREEXECUTION_COMPLETION/PREEXECUTION_COMPLETION_WORKLIST.csv","8E0835782EFCC4226420374D793A95811289A0C3E2EB1ADD7F73BDFB99B485FF","TRIAL_CASES.csv","","","","","","BATCH_A_STAGE_3_PROPOSAL_ENGINE","2026-07-23T18:53:48.6167490-05:00","INDETERMINATE","Governed design value requires constitutional review and cannot be generated automatically.","NOT_SYNCHRONIZED","","","NOT_APPLICABLE","","","Preserved as unresolved; no design value was inferred or fabricated."
